#######################,###### LOG FILE #######,#######################
2008-09-26 13:40:34
#######################,#######################,#######################
Idade:, 31
Altura:, 1.74
Peso:, 72
Sexo:, Masculino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
84,540,524
359,541,494
379,555,502
359,518,485
357,588,507
263,404,40
443,350,498
495,416,527
608,313,242
535,524,477
539,491,400
535,319,325
466,510,363
399,503,407
504,463,295
460,447,389
493,451,398
497,407,376
459,436,381
461,425,372
458,442,381
468,438,376
467,447,383
453,436,368
455,466,363
