#######################,###### LOG FILE #######,#######################
2009-01-22 17:58:24
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 58
Sexo:, Feminino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
86,530,478
371,549,477
393,560,509
476,560,522
585,478,430
408,208,395
510,416,422
461,402,375
433,406,367
430,443,396
449,443,390
473,432,383
470,424,390
462,424,395
454,434,384
457,430,390
465,429,390
458,431,387
463,432,385
463,432,388
459,432,386
461,428,384
463,431,381
463,435,387
465,429,386
459,434,385
461,430,386
460,433,386
461,432,386
463,435,386
458,434,387
456,433,384
459,432,386
464,430,385
462,431,386
459,431,385
463,429,384
459,431,387
460,436,380
462,433,385
455,432,384
459,436,388
465,431,389
465,431,385
466,434,384
460,434,384
461,436,382
462,433,380
460,433,386
464,435,386
459,435,385
465,432,384
459,437,384
459,436,386
