#######################,###### LOG FILE #######,#######################
2008-09-26 13:28:54
#######################,#######################,#######################
Idade:, 25
Altura:, 1.64
Peso:, 60
Sexo:, Feminino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
93,384,452
467,385,459
493,376,458
490,387,461
491,384,453
487,384,453
488,381,454
487,379,458
489,383,458
488,378,455
487,380,454
489,382,458
488,385,457
487,382,457
501,375,454
488,380,456
487,387,452
480,378,450
505,406,442
519,387,463
596,385,508
509,326,416
499,436,428
427,426,420
356,444,386
437,426,382
428,497,423
398,588,442
334,639,442
385,635,490
350,606,456
334,715,1012
477,489,494
395,620,525
414,577,519
348,585,500
354,582,462
354,591,517
357,594,502
330,560,452
342,589,489
