#######################,###### LOG FILE #######,#######################
2008-10-02 19:47:13
#######################,#######################,#######################
Idade:, 32
Altura:, 1.66
Peso:, 66
Sexo:, Masculino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
100,527,509
365,535,483
368,513,490
228,586,467
378,656,517
443,421,492
540,660,415
922,1022,660
638,602,565
600,782,661
329,708,346
513,725,555
514,649,450
404,641,489
394,640,520
469,702,544
487,648,510
450,690,528
451,665,514
458,661,498
461,678,521
460,637,518
432,663,519
432,683,533
