#######################,###### LOG FILE #######,#######################
2009-01-23 18:00:15
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 50
Sexo:, Feminino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
82,458,427
352,511,444
307,573,431
356,585,456
350,607,459
427,632,542
430,669,470
445,658,524
413,669,600
422,654,554
407,650,571
421,639,532
334,538,399
437,576,611
329,516,443
362,577,518
339,578,525
393,594,480
331,544,479
358,576,500
349,570,478
