#######################,###### LOG FILE #######,#######################
2008-10-10 19:43:17
#######################,#######################,#######################
Idade:, 23
Altura:, 1.75
Peso:, 65
Sexo:, Masculino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
49,481,420
356,497,422
352,481,439
362,470,457
394,490,461
450,521,480
381,552,464
351,562,474
296,586,494
292,590,489
326,585,516
344,599,532
368,605,548
358,604,548
359,607,550
368,602,552
359,603,542
357,607,539
351,605,545
353,598,539
336,590,524
334,587,524
334,584,535
373,562,508
358,566,507
344,568,495
344,562,490
332,553,497
361,553,475
339,536,488
345,525,478
327,536,467
359,556,489
