#######################,###### LOG FILE #######,#######################
2009-01-23 17:50:26
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 59
Sexo:, Masculino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
88,388,435
449,396,445
445,395,447
423,387,435
394,442,446
382,415,464
348,480,446
361,452,445
376,496,443
355,506,426
349,554,462
321,546,432
352,580,463
375,539,465
356,560,470
316,624,472
355,645,518
398,644,505
376,631,516
360,589,514
375,606,508
382,580,508
390,550,500
398,582,514
363,598,497
284,571,502
352,561,507
342,556,520
357,565,507
357,572,539
329,536,536
358,580,549
333,551,522
348,542,522
337,552,525
