#######################,###### LOG FILE #######,#######################
2008-11-20 16:34:22
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 60
Sexo:, Feminino
Actividade:, Caminhar
#######################,#######################,#######################

X,Y,Z
108,506,425
346,498,404
331,436,469
371,523,522
404,507,506
360,558,502
307,507,478
333,524,519
244,436,532
416,544,508
398,496,459
395,502,462
215,411,447
394,479,534
379,508,514
308,529,529
353,516,455
297,530,524
405,547,508
395,529,502
251,443,460
325,484,549
364,513,504
341,478,503
256,522,443
357,504,572
281,440,467
406,564,506
419,479,442
263,494,441
314,454,516
403,523,487
336,554,532
290,523,473
334,520,545
235,406,489
389,567,513
434,503,452
332,495,489
246,445,449
403,509,523
327,452,482
346,513,522
376,506,478
279,532,486
353,519,564
309,475,467
402,503,463
350,498,496
282,470,425
361,530,506
382,481,489
340,529,515
340,528,507
308,501,475
331,522,555
313,491,474
360,525,478
362,517,484
324,507,467
320,518,531
368,494,492
334,512,507
343,518,509
346,498,493
348,509,506
322,523,501
351,520,492
336,513,494
330,522,496
