#######################,###### LOG FILE #######,#######################
2008-11-20 16:04:25
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 56
Sexo:, Feminino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
84,474,557
345,489,559
358,501,559
404,528,543
361,498,536
348,490,532
369,472,533
373,486,575
345,576,564
496,635,495
440,621,482
513,832,581
325,641,528
475,589,531
527,599,507
337,754,632
504,574,512
436,654,559
415,684,550
432,650,532
438,671,580
453,661,575
427,653,587
472,676,569
461,639,608
401,614,515
417,674,563
457,670,557
446,664,558
