#######################,###### LOG FILE #######,#######################
2008-11-20 15:32:50
#######################,#######################,#######################
Idade:, 22
Altura:, 1.87
Peso:, 85
Sexo:, Masculino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
101,544,425
362,557,431
366,551,430
364,556,427
360,553,431
369,551,433
363,550,424
360,550,435
363,551,428
357,551,430
355,542,438
354,541,442
364,525,443
347,516,447
358,499,445
242,486,516
320,497,519
331,508,517
327,499,518
333,511,523
331,517,512
329,512,530
337,520,530
357,507,523
360,514,525
362,511,527
359,532,531
342,525,531
347,518,527
343,529,513
342,525,516
342,519,505
343,526,510
352,532,517
339,530,516
330,528,516
341,527,511
335,536,517
333,530,517
343,522,516
337,523,519
326,519,528
333,521,525
343,534,524
346,535,524
332,527,517
