#######################,###### LOG FILE #######,#######################
2009-01-22 17:54:47
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
76,413,440
405,433,451
365,454,442
352,495,452
344,477,427
304,606,454
335,632,473
403,604,496
373,608,483
375,591,481
388,584,469
355,588,471
336,570,477
342,561,487
348,544,484
359,537,497
307,531,483
343,571,488
353,547,476
323,543,488
339,550,483
343,540,478
354,545,484
344,545,486
351,551,490
333,545,482
332,543,494
349,551,483
344,542,485
342,538,483
344,549,475
344,550,487
358,540,483
339,536,479
342,540,484
345,537,478
338,549,490
339,527,476
332,542,488
342,551,484
432,517,535
343,524,455
302,527,464
318,540,472
326,527,483
349,547,502
