#######################,###### LOG FILE #######,#######################
2009-01-22 17:50:31
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 56
Sexo:, Feminino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
96,435,453
369,426,434
347,475,459
348,525,457
423,672,519
420,739,544
425,703,550
472,690,568
446,644,530
422,636,528
418,631,527
403,611,526
388,601,512
370,590,512
381,563,511
311,561,497
329,566,511
354,564,511
349,572,509
354,579,508
334,565,509
342,561,500
340,556,508
331,558,511
