#######################,###### LOG FILE #######,#######################
2009-01-15 17:12:49
#######################,#######################,#######################
Idade:, 47
Altura:, 47
Peso:, 70
Sexo:, Masculino
Actividade:, Correr
#######################,#######################,#######################

X,Y,Z
93,527,477
348,560,485
345,559,487
347,555,487
336,553,489
304,558,499
358,544,493
432,594,523
256,633,493
326,600,464
428,526,490
479,499,530
96,540,447
214,548,426
445,548,530
530,583,569
0,950,414
391,551,523
475,565,530
451,569,540
221,660,432
277,521,495
496,567,534
375,545,460
122,353,398
531,554,514
63,589,431
254,521,485
455,564,522
532,560,536
0,788,481
449,521,446
486,521,508
445,596,509
169,504,399
510,554,522
173,374,406
449,555,521
495,543,531
131,527,435
271,503,484
516,569,570
253,748,387
374,573,498
483,555,518
456,546,514
178,660,476
262,519,439
488,568,526
447,545,565
0,484,344
438,589,521
496,532,530
299,581,431
370,538,512
527,574,536
349,505,162
293,447,418
491,553,485
486,503,533
82,619,524
248,499,456
451,570,534
519,576,582
0,964,308
411,557,491
492,554,517
423,547,534
269,591,307
297,537,515
507,566,539
350,525,330
261,408,397
451,581,527
470,502,528
144,598,522
461,591,534
474,565,592
0,675,476
437,589,507
494,520,513
241,613,432
315,603,472
372,541,499
521,536,504
340,546,450
168,599,496
338,556,462
437,541,497
361,599,533
372,550,461
362,552,430
