#######################,###### LOG FILE #######,#######################
2009-01-23 17:49:28
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 59
Sexo:, Masculino
Actividade:, Correr
#######################,#######################,#######################

X,Y,Z
97,534,462
511,522,553
470,549,488
17,393,450
493,537,521
380,620,621
0,321,337
504,553,546
456,612,595
369,528,527
45,330,585
465,580,527
518,543,537
283,599,460
337,509,463
511,550,581
429,557,489
277,557,626
319,505,509
497,561,525
498,574,527
223,738,646
455,536,542
497,603,634
99,769,730
360,449,188
462,565,568
234,634,562
0,201,439
488,566,637
567,503,617
500,537,532
245,536,536
390,632,525
196,559,541
395,542,544
486,521,530
360,622,97
432,477,326
413,512,468
389,616,482
348,548,400
380,564,389
323,577,539
270,532,536
401,549,562
389,409,442
389,537,524
144,672,470
316,468,440
476,537,510
454,601,504
110,442,325
269,449,440
445,536,502
498,553,542
0,709,158
470,574,475
519,549,585
466,562,504
0,693,628
360,496,470
474,605,555
395,615,551
0,204,427
510,545,556
429,610,538
369,598,381
0,253,611
482,574,524
482,580,561
0,590,0
494,519,506
506,562,621
361,623,486
0,374,463
465,506,460
496,542,548
259,572,371
274,514,515
539,518,516
442,573,533
0,504,29
384,633,481
469,524,531
429,542,580
80,392,452
409,590,534
457,591,590
253,592,517
306,539,481
399,553,510
434,480,531
162,560,632
359,581,565
933,457,813
416,546,515
326,522,404
346,621,588
250,599,530
406,587,547
387,558,517
357,546,483
278,484,489
384,555,477
367,563,492
324,530,505
372,547,482
331,530,484
331,540,495
347,537,485
342,533,497
352,549,496
352,536,490
343,537,497
342,540,493
