#######################,###### LOG FILE #######,#######################
2009-01-22 17:55:58
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
86,452,450
358,470,451
367,471,450
364,498,446
379,505,441
394,504,454
474,474,443
474,543,341
650,528,287
613,430,384
526,479,450
472,458,423
459,425,354
470,398,341
505,426,395
513,430,410
495,418,387
492,411,390
490,419,396
490,421,407
489,402,390
482,407,400
490,417,396
497,418,392
497,431,397
499,405,384
491,418,391
503,419,393
497,425,383
515,449,391
475,418,401
491,415,407
497,398,413
483,398,416
500,387,418
495,413,405
498,367,388
503,404,421
497,399,383
498,411,403
480,430,431
522,389,391
502,427,402
506,392,405
508,439,415
499,400,386
487,424,384
