#######################,###### LOG FILE #######,#######################
2009-01-23 17:53:34
#######################,#######################,#######################
Idade:, 19
Altura:, 19
Peso:, 65
Sexo:, Feminino
Actividade:, Deitar
#######################,#######################,#######################

X,Y,Z
97,495,458
303,592,463
394,573,441
278,637,476
413,566,470
363,562,458
386,564,541
415,544,582
179,156,688
381,384,588
422,382,551
485,400,543
469,400,565
430,389,544
437,393,587
431,388,573
441,393,548
433,384,553
435,388,556
441,390,572
434,397,563
450,388,562
453,389,568
443,390,564
445,391,559
421,390,558
445,378,557
439,398,558
460,377,560
446,408,567
454,391,566
452,374,558
453,398,551
451,380,550
438,399,512
454,384,548
451,390,551
442,384,550
433,382,562
442,408,543
422,377,540
441,384,529
429,371,523
440,395,524
427,388,533
428,392,522
