#######################,###### LOG FILE #######,#######################
2009-01-22 18:00:27
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 50
Sexo:, Feminino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
85,543,469
400,546,490
386,588,515
343,587,517
386,570,497
369,611,487
314,617,465
371,576,459
351,595,472
374,598,479
356,563,427
367,541,425
368,559,437
363,559,438
365,552,443
360,562,440
330,524,417
356,551,450
355,537,438
334,564,461
343,559,450
353,564,455
354,555,449
357,556,443
357,548,434
355,559,436
356,550,440
355,549,438
358,551,433
354,551,444
356,557,439
356,550,442
353,554,438
362,550,441
359,553,442
359,553,438
359,548,439
357,547,443
354,561,438
364,558,442
356,551,441
357,559,439
355,555,441
352,562,444
355,558,451
361,556,445
356,556,444
355,555,442
359,558,443
356,553,443
361,551,435
362,572,459
371,544,440
355,567,457
308,585,504
346,581,462
354,567,460
357,605,458
